company,total_articles,avg_weighted_score,whole_news_content,company_summary
國泰金(2882),2,0.8,"第1則新聞:市場專家丁彥鈞認為，2026年台股高點可望突破3萬點，但AI股本益比過高，應在修正後再布局。他推薦的重點股包括：台積電（2330）、台光電（2383）、日月光（3711）、京元電（2449）、富邦金（2881）、國泰金（2882）、中信金（2891）和永豐金（2890），並建議關注受益於房市鬆綁的營建股。 \n 第2則新聞:國泰金控2026年徵才計畫預計招募逾7,600人，重點招募數位科技、財務投資及管理企劃人才。國泰金控將招募12位GMA，並鎖定10位CIM及55位CMA，以強化其金融科技和人才儲備。此舉將有助於國泰金控在AI時代持續發展及拓展業務。",國泰金(2882)受市場專家推薦納入台股高點3萬點佈局，顯示其股價潛力受到肯定。儘管AI股本益比過高，但國泰金仍因其在專家推薦股單中，凸顯其仍然是投資者關注的焦點。公司積極推動2026年徵才計畫，旨在強化其在金融科技和人才儲備方面，以應對AI時代的發展趨勢。此舉展現了國泰金對數位科技、財務投資及管理企劃人才的需求，並為公司未來業務拓展提供人力支持。若投資者關注此趨勢，需考量AI股本益比風險，同時留意國泰金在強化數位轉型的進展。 總體而言，國泰金的發展前景受到專家肯定，並積極進行人才招募，但需留意市場狀況及股價波動。
華邦電(2344),4,0.7,第1則新聞:外資轉買 120 億元，大幅買超電子股，尤其是台積電 (2330) 創高後遭提款 69 億元。外資也積極買超多檔債類 ETF 及 ESG 債，並紛買持力積電 (6770) 和華邦電 (2344) 等面板族群。此外，外資同時賣超傳產族群，如南亞 (1303) 和台化 (1326)。 \n 第2則新聞:台股再創歷史新高，元月五大明星產業股該鎖定：台積電（2330）、聯發科（2454）、台達電（2308）與華邦電（2344），以及記憶體板塊的 鈺創（5351）、光頡（3624）、旺宏（3189）、以及 點序（3149）等，為投資人帶來可觀的增長機會。 \n 第3則新聞:華邦電(2344)、台特化(4772)、達興材(5234)受AI題材及台積電擴產帶動，開春大漲，預期將持續上漲。同時，投資人可關注記憶體、被動元件等漲價題材，以及AI硬體升級與軟體應用相關的股票，如：華邦電、台特化、達興材。投資人需注意避免追漲殺跌，警惕爆量不漲或爆量長黑的股。 \n 第4則新聞:台積電(2330)今日歷史新高帶動台股大漲，加權指數收盤29349點創歷史新高。 鴻海(2317)、台達電(2308)、聯發科(2454)等個股也分別上漲，記憶體族群如華邦電(2344)和南亞科(2408)也亮燈漲停。台塑四寶同步走跌，台積電、鴻海、台達電、聯發科、華邦電、南亞科、台達電、力積電、日月光投控、京元電子、力成、群創、神達、高價指標大立光、世芯 - KY、創意等公司受到此波行情影響。,華邦電(2344)受益於台股歷史新高及AI題材，股價大幅上漲，並受到外資積極買超帶動。外資對面板族群，尤其是華邦電，表現出明顯的買超意願，顯示市場對其未來發展抱持樂觀態度。然而，投資人仍需留意避免追漲殺跌，特別是留意爆量不漲或爆量長黑的股型態。整體而言，華邦電的表現受到面板族群及AI題材的共同推動，預期將持續受到市場關注。投資人應密切關注相關產業趨勢，謹慎評估風險，以做出最佳投資決策。
台達電(2308),2,0.6,第1則新聞:台股再創歷史新高，元月五大明星產業股該鎖定：台積電（2330）、聯發科（2454）、台達電（2308）與華邦電（2344），以及記憶體板塊的 鈺創（5351）、光頡（3624）、旺宏（3189）、以及 點序（3149）等，為投資人帶來可觀的增長機會。 \n 第2則新聞:台積電(2330)今日歷史新高帶動台股大漲，加權指數收盤29349點創歷史新高。 鴻海(2317)、台達電(2308)、聯發科(2454)等個股也分別上漲，記憶體族群如華邦電(2344)和南亞科(2408)也亮燈漲停。台塑四寶同步走跌，台積電、鴻海、台達電、聯發科、華邦電、南亞科、台達電、力積電、日月光投控、京元電子、力成、群創、神達、高價指標大立光、世芯 - KY、創意等公司受到此波行情影響。,台達電(2308)受益於台股創歷史新高，以及台積電(2330)、聯發科(2454)等大型科技股帶動的行情，股價表現亮眼。整體而言，台達電目前正受到市場廣泛關注，並與其他五大明星產業股一同受益於台股的強勢表現。儘管台塑四寶走跌，但台達電的表現仍顯示其在市場上的重要性。投資人應持續關注台達電的營運表現及整體產業趨勢，以做出明智的投資決策。 總體來說，台達電的表現對投資者而言呈現積極訊號。
中信金(2891),1,0.6,第1則新聞:市場專家丁彥鈞認為，2026年台股高點可望突破3萬點，但AI股本益比過高，應在修正後再布局。他推薦的重點股包括：台積電（2330）、台光電（2383）、日月光（3711）、京元電（2449）、富邦金（2881）、國泰金（2882）、中信金（2891）和永豐金（2890），並建議關注受益於房市鬆綁的營建股。,中信金(2891)被市場專家丁彥鈞列入2026年台股高點可能突破3萬點的觀察股名單，顯示公司面臨積極的市場前景。儘管如此，丁彥鈞也指出AI股本益比過高，建議投資者需謹慎看待。整體而言，中信金的股價被認為具有上漲空間，但仍需關注投資氛圍與AI股的調整。投資專家同時推薦富邦金、國泰金等其他金融股，顯示台股整體金融表現良好。 此外，受益於房市鬆綁的營建股也值得留意，可能為投資者提供額外的投資機會。總體而言，中信金的投資前景尚佳，但需密切關注市場變化。
南亞科(2408),2,0.6,第1則新聞:台積電（TSM-US）ADR上漲5.17%，成為新年度台股的重要好彩頭，帶領台股有望攻破3萬大關。外資積極追捧華邦電（2344）、緯創（3231）、力積電（6770）等記憶體及AI相關族群，顯示投資方向。投資人需留意集中市場融資高點可能帶來的獲利了結壓力，並注意美國政治動盪可能造成的市場不確定性。 \n 第2則新聞:台積電(2330)今日歷史新高帶動台股大漲，加權指數收盤29349點創歷史新高。 鴻海(2317)、台達電(2308)、聯發科(2454)等個股也分別上漲，記憶體族群如華邦電(2344)和南亞科(2408)也亮燈漲停。台塑四寶同步走跌，台積電、鴻海、台達電、聯發科、華邦電、南亞科、台達電、力積電、日月光投控、京元電子、力成、群創、神達、高價指標大立光、世芯 - KY、創意等公司受到此波行情影響。,南亞科（2408）受益於台積電（TSM-US）及華邦電（2344）等記憶體及AI相關族群的漲勢，股價一度漲停，顯示公司在特定投資熱點上的表現。整體而言，台股的強勢行情，特別是台積電的表現，為南亞科帶來了明顯的拉升動力。然而，投資人需留意市場集中融資可能帶來的獲利了結壓力。美國政治動盪可能造成整體市場的不確定性，可能對南亞科等族群產生影響。 投資者應密切關注市場動態，並考量風險因素，進行投資決策。
常珵(8097),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,常珵(8097)近期受到上櫃認購權證市場的關注，其股票成為多家認購權證的依據，顯示市場對公司基本面仍有信心。然而，其股票同時也從多家認購權證標的單獨剔除，可能反映部分投資人對公司未來展望有疑慮。整體而言，上櫃認購權證標的增加與減少顯示市場情緒兩極化。投資者需留意認購權證標的調整，作為評估公司長期投資價值的一項參考依據。 儘管如此，公司股權上櫃認購權證標的數量增加，仍可視為正面消息，有助於公司提升曝光度。
山富(2743),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,山富(2743)公司近期在櫃買市場上呈現較高關注度，部分上櫃股票認購權證標的包含其公司，顯示市場對其股價有一定期待。然而，其股票同時也曾被列入減少標的清單，暗示市場關注度可能存在波動。目前，山富公司成為新增認購權證標的之一，這可能吸引更多投資人關注。儘管如此，其股票同時被減少標的清單包含，可能表明市場人士對其未來表現有疑慮。投資者應密切關注市場動態，評估山富(2743)的長期發展潛力，並結合自身風險承受度做出投資決策。
富邦金(2881),1,0.6,第1則新聞:市場專家丁彥鈞認為，2026年台股高點可望突破3萬點，但AI股本益比過高，應在修正後再布局。他推薦的重點股包括：台積電（2330）、台光電（2383）、日月光（3711）、京元電（2449）、富邦金（2881）、國泰金（2882）、中信金（2891）和永豐金（2890），並建議關注受益於房市鬆綁的營建股。,富邦金(2881)被市場專家丁彥鈞列入推薦股名單，顯示公司整體表現受到肯定。儘管如此，丁彥鈞同時指出AI股估值過高，建議在修正後再進行布局，對富邦金的未來投資仍需謹慎評估。 專家認為台股2026年有機會突破3萬點，為富邦金帶來上升空間。富邦金的投資價值體現了市場對公司未來發展的樂觀預期。然而，投資者仍需留意AI股估值風險，並結合整體市場趨勢做出判斷。 關注房市鬆綁可能對富邦金產生積極影響，但仍需持續關注宏觀經濟因素。
永豐金(2890),1,0.6,第1則新聞:市場專家丁彥鈞認為，2026年台股高點可望突破3萬點，但AI股本益比過高，應在修正後再布局。他推薦的重點股包括：台積電（2330）、台光電（2383）、日月光（3711）、京元電（2449）、富邦金（2881）、國泰金（2882）、中信金（2891）和永豐金（2890），並建議關注受益於房市鬆綁的營建股。,永豐金(2890)受市場專家丁彥鈞的樂觀預期影響，股價可望受到支持，同時也因其自身被列入丁彥鈞推薦股單中，顯示其在市場上仍具備一定影響力。儘管丁彥鈞認為AI股本益比過高，建議謹慎布局，永豐金作為市場上的一家金融機構，仍需審慎評估自身投資策略。 丁彥鈞推薦的台股龍頭股如台積電、台光電等，也帶動永豐金的關注度。整體而言，永豐金的未來表現與台股整體趨勢密切相關，投資者需留意AI股的調整，並持續關注受益於房市可能鬆綁的營建股。
磐儀(3594),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,磐儀(3594)公司近期入選上櫃股票認購權證標的，顯示市場對其股價的關注程度有所提升。新增上櫃認購權證標的，包括磐儀，表明投資人對其營運表現或未來發展潛力抱持信心。然而，同時減少上櫃認購權證標的，如山富(2743)和常珵(8097)，可能暗示市場對部分公司前景存在疑慮。 投資者應密切關注磐儀未來營運表現，以及整體市場對相關產業的態度，以評估其投資價值。 上櫃認購權證標的變化，反映了市場對個股的動向和投資熱度。 投資者應將此資訊納入投資決策考量。
盈正(3628),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,盈正(3628)公司近期在櫃買市場上股權認購權證的參與度有所增加，這意味著其股票的交易量和曝光度可能提升。新增上櫃認購權證標的證券，包括盈正，顯示市場對其公司前景仍有信心。然而，部分標的證券如山富(2743)的參與度減少，可能反映出市場對其營運狀況的評估有所調整。整體而言，盈正公司在櫃買市場的表現值得關注，股權認購權證的相關資訊，可能影響其股價波動。投資者應持續關注市場動態，評估公司營運狀況及相關投資機會。
南電(8046),2,0.6,"第1則新聞:南電(8046)2025年12月合併營收創近三年新高，顯示其高階載板產品受到AI需求推動，並因漲價策略顯現效益。公司針對BT與ABF載板多次調漲價格，並受益於AI ASIC、800G交換器等關鍵專案的供應優勢。展望未來，法人預期南電營運將持續成長，受益於價格與ASP雙升，以及持續的原料緊張狀況。 \n 第2則新聞:南電(8046)於2025年12月營收達39.24億元，年增率高達46.57%，表現亮眼。
該公司今年累計營收增長24.44%，顯示電子零組件業持續受到市場需求拉抬。
目前南電(8046)股價為237元，近期呈現小幅下跌趨勢。",南電(8046)2025年12月的營收再創近三年新高，達39.24億元，年增率46.57%，顯示公司在AI ASIC、800G交換器等關鍵專案上的供應優勢顯著提升，並透過漲價策略獲得效益。 累計今年營收增長24.44%，反映出電子零組件產業持續受到市場需求推動。 雖然公司營運表現亮眼，但近期股價呈現小幅下跌趨勢，可能反映市場對其未來營運風險的考量。 法人預期公司營運將持續成長，主要基於價格與ASP雙升，以及原料緊張狀況帶來的高益處。 因此，投資者需審慎評估，考量營運成長潛力與股價波動風險。
台特化(4772),1,0.6,第1則新聞:華邦電(2344)、台特化(4772)、達興材(5234)受AI題材及台積電擴產帶動，開春大漲，預期將持續上漲。同時，投資人可關注記憶體、被動元件等漲價題材，以及AI硬體升級與軟體應用相關的股票，如：華邦電、台特化、達興材。投資人需注意避免追漲殺跌，警惕爆量不漲或爆量長黑的股。,台特化(4772)受益於AI題材及台積電擴產帶動，近期股價大幅上漲，顯示其產品在AI應用領域的潛力受到市場肯定。整體而言，公司面臨積極的市場氛圍與擴產趨勢，預期股價將持續上漲。然而，投資人需警惕避免追漲殺跌，留意爆量不漲或爆量長黑的股型態。投資重點應聚焦於記憶體及被動元件等相關產業趨勢，並密切關注AI硬體和軟體領域的發展。儘管前景樂觀，投資決策仍需審慎評估，控制風險。
台光電(2383),1,0.6,第1則新聞:市場專家丁彥鈞認為，2026年台股高點可望突破3萬點，但AI股本益比過高，應在修正後再布局。他推薦的重點股包括：台積電（2330）、台光電（2383）、日月光（3711）、京元電（2449）、富邦金（2881）、國泰金（2882）、中信金（2891）和永豐金（2890），並建議關注受益於房市鬆綁的營建股。,台光電受市場專家丁彥鈞的推薦，被視為未來台股高點的布局選擇之一，有望受益於房市鬆綁帶來的營運機會。儘管如此，丁彥鈞同時指出AI股高點過多，建議投資者在AI股修正後再考慮布局。台光電的優勢在於其潛在的房地產相關效益，但投資者需注意整體AI股的風險。整體而言，台光電的未來發展仍需留意AI股市場的影響及修正趨勢。投資者應結合自身風險承受度，謹慎評估投資決策。
加百裕(3323),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,加百裕(3323)公司近期成為上櫃認購權證標的，顯示市場對其股價存在一定程度的關注與信心。上櫃認購權證標的增加，意味著投資人對加百裕的未來發展抱持積極期盼。然而，同時減輕標的數量也暗示著市場對部分公司前景的審慎態度。整體而言，加百裕作為上櫃認購權證標的，代表著其股價受到市場關注，但投資者仍需考量市場整體趨勢及公司自身營運狀況。投資者應密切關注相關動態，評估自身風險承受能力再做決策。
生展(8279),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,生展(8279)公司近期受到上櫃認購權證市場的關注，公司成為上櫃認購權證標的之一，反映出市場對其股價的信心。新增標的包括山富、加百裕、利機、磐儀、盈正、健亞和常珵，顯示投資人對生展及其相關產業的評估較為正面。然而，同時減少標的包含華義和常珵，暗示市場對這些公司的前景可能存在一定程度的疑慮。整體而言，生展公司在認購權證標的中的身影增加，可能預示著未來股價的潛力，但同時也需留意市場對其他相關公司表現的變化。投資者應關注市場動態，並評估整體產業趨勢，以做出明智的投資決策。
健亞(4130),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,健亞（4130）公司被納入上櫃認購權證標的，顯示其股票受到市場關注，股權受到投資人重視。近期櫃買市場上櫃認購權證標的增加，尤其是健亞公司，反映了投資者對其公司營運或前景的信心。同時，健亞公司被納入認購權證標的，也暗示了其股價的波動可能與相關認購權證的表現相關。然而，需要注意的是，櫃買市場上櫃認購權證標的調整，也可能意味著市場對部分公司前景的評估有所變化。投資者在評估健亞公司股價時，應密切關注相關認購權證的表現以及公司營運狀況。整體而言，健亞公司近期被納入上櫃認購權證標的，為投資者提供了一個觀察公司動態的機會。
精華(1565),1,0.6,第1則新聞:櫃買市場上櫃認購權證標的證券增加，包含精華(1565)等262檔，這些公司將作為發行上櫃股票認購權證的依據。新增標的包含：山富(2743)、加百裕(3323)、利機(3444)、磐儀(3594)、盈正(3628)、健亞(4130)、常珵(8097)、生展(8279)。 減少標的包含：華義(3086)、山富(2743)、常珵(8097)。,精華(1565)公司在櫃買市場的表現顯示其受到上櫃認購權證的需求，股權作為認購權證的依據，帶動其受到關注。近期新增標的包括山富、加百裕、利機等，暗示市場對其營運狀況或未來發展存在一定信心。儘管新增標的數量增加，但同時也減少了部分標的，可能反映市場對部分公司前景的評估有所調整。整體而言，增加上櫃認購權證標的，代表市場對精華(1565)的關注度有所提升。投資者應密切關注相關標的營運表現，以評估其投資價值。
鴻海(2317),5,0.52,第1則新聞:台股再創歷史新高，元月五大明星產業股該鎖定：台積電（2330）、聯發科（2454）、台達電（2308）與華邦電（2344），以及記憶體板塊的 鈺創（5351）、光頡（3624）、旺宏（3189）、以及 點序（3149）等，為投資人帶來可觀的增長機會。 \n 第2則新聞:台積電(2330)今日歷史新高帶動台股大漲，加權指數收盤29349點創歷史新高。 鴻海(2317)、台達電(2308)、聯發科(2454)等個股也分別上漲，記憶體族群如華邦電(2344)和南亞科(2408)也亮燈漲停。台塑四寶同步走跌，台積電、鴻海、台達電、聯發科、華邦電、南亞科、台達電、力積電、日月光投控、京元電子、力成、群創、神達、高價指標大立光、世芯 - KY、創意等公司受到此波行情影響。 \n 第3則新聞: \n 第4則新聞:賴總統點名金融、AI、生技、軍工為成長引擎，帶動台股表現，尤其AI概念股如台積電領漲。軍工股中豐達科、事欣科表現亮眼，金融股雖走勢較弱，但仍維持多頭格局。法人預期AI、軍工及部分金融股將成為2026年台股的重中之重。 \n 第5則新聞:外資加碼買超17檔ROE逾8％的優質股，包括緯創、鴻海、聯詠等，顯示市場對這些公司的投資價值看好。 這些股集中在電子、航空、金融等領域，且以AI伺服器族群為主。 外資加碼買超元大金、緯創等個股，反映了市場對這些公司營運表現的信心。,鴻海(2317)受益於整體台股歷史新高，並受到外資加碼買超的影響，股價表現亮眼。市場普遍預期AI、軍工及部分金融股將成為2026年台股的成長引擎，這也直接利於鴻海等相關產業。外資對鴻海等ROE高於8%的優質股信心滿滿，主要集中在電子、航空及金融領域，特別是AI伺服器族群。整體而言，投資人應密切關注AI、軍工及金融等領域的發展，並留意鴻海等個股的表現。儘管台塑四寶走跌，但整體台股氛圍對鴻海等相關產業仍具正面影響。
玉山金(2884),3,0.46666666666666673,"第1則新聞:FactSet最新調查顯示，玉山金(2884)2025年EPS預估上修至2.13元，並預估目標價為33元。分析師預估2025年EPS中位數為2.13元，2026年及2027年的EPS預估分別為2.19元和2.36元。玉山金2024年EPS為1.63元，營收分別為76,144,545元和66,695,571元。 \n 第2則新聞:台積電(2330)在美國布局受高成本影響，同時其ADR股價創歷史新高，帶動台股上探3萬點大關；大成鋼(2027)與玉山金(2884)等16檔官股券商逆勢加碼；大立光、台積電等光電股王在法說會上展現強勁勢頭，並帶動台股多頭主旋律。 \n 第3則新聞:八大官股券商在台股攻堅期間進行大賣超，累計近六日賣超205億元，同時也積極買超部分股票。大成鋼（2027）及玉山金（2884）等16檔股票受到官股券商大幅買超，分別獲買超29,023張及24,572張。官股券商買超金額方面，華碩、技嘉分別獲買超14億～15億元，顯示對特定股票的積極布局。",玉山金(2884)公司近期面臨多項利好因素，FactSet上調其2025年EPS預估至2.13元，並預估未來三年EPS持續上漲，顯示市場對其營運前景抱持樂觀。儘管如此，由於整體市場氛圍影響，八大官股券商近期進行大賣超，而玉山金卻受到大幅買超，顯示其在盤面上仍有部分壓力。此外，台積電ADR股價創歷史新高，帶動台股上漲，可能對玉山金的整體表現產生影響。玉山金2024年EPS表現為1.63元，營收表現也顯示其仍有提升空間。投資者需留意官股券商的盤勢動態，同時關注玉山金的營運表現與未來增長潛力。
大成鋼(2027),2,0.4,"第1則新聞:台積電(2330)在美國布局受高成本影響，同時其ADR股價創歷史新高，帶動台股上探3萬點大關；大成鋼(2027)與玉山金(2884)等16檔官股券商逆勢加碼；大立光、台積電等光電股王在法說會上展現強勁勢頭，並帶動台股多頭主旋律。 \n 第2則新聞:八大官股券商在台股攻堅期間進行大賣超，累計近六日賣超205億元，同時也積極買超部分股票。大成鋼（2027）及玉山金（2884）等16檔股票受到官股券商大幅買超，分別獲買超29,023張及24,572張。官股券商買超金額方面，華碩、技嘉分別獲買超14億～15億元，顯示對特定股票的積極布局。","大成鋼(2027)近期受到官股券商大幅買超，獲買超24,572張股票，顯示公司受到市場正面評價。儘管整體台股持續上漲，但官股券商的賣超行為引發關注，可能暗示對市場短期波動的擔憂。此舉同時也反映了官股券商對特定股票，如大成鋼(2027)和華碩、技嘉等，的積極布局。然而，整體而言，台股持續上漲及官股券商的買超行為有利於大成鋼(2027)的股價表現。投資者應持續關注市場動態及官股券商的投資策略，評估大成鋼(2027)的投資價值。"
艾姆勒(2241),1,-0.19999999999999996,第1則新聞:艾姆勒(2241)2025年12月營收大幅增長67.94%，累計營收年增率達13%，顯示公司業績表現亮眼。 該公司主要產品為逆變器散熱模組及其零組件，其股價近期表現平穩。 投資機構對艾姆勒(2241)的投資興趣表現為賣超。,艾姆勒(2241)公司近期營收表現強勁，累計營收年增率達13%，顯示其產品市場需求旺盛。儘管公司股價表現平穩，但投資機構對其持賣超態度，顯示市場對公司未來前景存在疑慮。 營收增長主要歸功於其逆變器散熱模組及零組件業務的強勁表現。 投資人對該公司的擔憂可能源於近期市場的整體不確定性，或是對特定行業發展的預期。 投資者在考慮投資艾姆勒(2241)時，應特別關注投資機構的動向以及整體市場趨勢。
華碩(2357),1,-1.0,第1則新聞:華碩公司證實 2026 年暫無推出新手機機種，但維持現有手機部門的營運與售後服務。Zenfone 與 ROG Phone 兩大系列可能成為絕響，引發市場揣測。 華碩近期最後一款旗艦機種 Zenfone 12 Ultra 搭載高通 Snapdragon 8 Elite 處理器。,華碩公司預告 2026 年將不推出新手機產品，顯示其手機業務正處於轉型階段。Zenfone 和 ROG Phone 系列可能面臨終結，這對公司營收構成潛在風險。儘管如此，現有的手機部門仍將維持營運及售後服務，為投資者提供一線希望。 預告顯示，華碩可能正在聚焦其核心業務，例如遊戲設備和電腦。 雖然 Zenfone 12 Ultra 代表了公司近年來的技術投入，但其效應可能有限。 投資者需密切關注華碩未來在其他領域的發展，以評估整體投資價值。
全國電(6281),1,-1.0,第1則新聞:全國電 (6281) 下周一將參加凱基證券法人說明會，重點將聚焦於 2026 年的營運展望和 Digital City 店舖的效益。儘管去年全年營收衰退 4.35%，但全國電仍維持審慎樂觀的營運策略，並計畫持續擴張實體店面，尤其是 Digital City 店型。法人將密切關注美國期中選舉等國際因素和國內房市情況，以評估全國電的營運前景。,全國電(6281)下周一將舉行凱基法人說明會，主要探討2026年營運展望及Digital City店舖的表現。公司去年營收衰退，顯示其營運面仍面臨挑戰。儘管如此，全國電維持審慎樂觀的策略，並計畫擴張實體店面，特別是Digital City店型，展現對市場潛力的信心。投資人將密切關注美國期中選舉等國際因素和國內房市變化，這些因素將直接影響全國電的營運前景。  整體而言，公司在面對營收衰退的同時，積極拓展店舖網絡，顯示其對增長機會的把握。  投資者應考量上述風險因素，並審慎評估全國電的投資價值。
